requirement_id,received_at,source,product_area,requester_role,raw_requirement_text,business_context,delivery_window,priority_hint
REQ-200251,2025-01-11T19:00:00,meeting_notes,identity,sales engineer,Please plan a first release for audit export. Primary need: track status. Secondary need: retry failed jobs. Nice to have: upload documents. Need visibility for pending queues and turnaround time. This is affecting users.,FYI - Current manual process is slow and error-prone. Thanks.,next quarter,medium
REQ-200252,2025-01-11T20:00:00,notion,payments,client stakeholder,"Please help - We need renewal reminder flow for payments. Users should be able to upload documents, track status, and assign approvers. Admins want approval bottlenecks. Keep v1 simple and web-first. Thanks.",Please Help - Support Team Gets Repeated Complaints.,next quarter,high
REQ-200253,2025-01-11T21:00:00,email,document workflow,ops lead,"URGENT: We need bulk upload for document workflow. Users should be able to track status, filter pending items, and send alerts. Admins want daily trend charts. Keep v1 simple and web-first.",Needed for enterprise rollout next quarter. Sent from mobile.,next quarter,high
REQ-200254,2025-01-11T22:00:00,email,analytics,sales engineer,"Hi team, Client asked for self-service onboarding in analytics. The system must support export CSV. It should also allow send alerts. Reporting should include user-level activity report.",URGENT: Support team gets repeated complaints. Thanks.,2 weeks,low
REQ-200255,2025-01-11T23:00:00,email,analytics,product manager,Please plan a first release for approval workflow. Primary need: track status. Secondary need: export CSV. Nice to have: retry failed jobs. Need visibility for approval bottlenecks. Thanks.,Please help - Needed for enterprise rollout next quarter. Thanks.,1 month,medium
REQ-200256,2025-01-12T00:00:00,crm_sync,document workflow,sales engineer,"Please help - We need renewal reminder flow for document workflow. Users should be able to comment on review, filter pending items, and export CSV. Admins want failure reasons. Keep v1 simple and web-first. Thanks.",Please Help - Support Team Gets Repeated Complaints.,1 month,medium
REQ-200257,2025-01-12T01:00:00,slack,notifications,product manager,"Hi Team, We Need Renewal Reminder Flow For Notifications. Users Should Be Able To Filter Pending Items, Comment On Review, And Assign Approvers. Admins Want Approval Bottlenecks. Keep V1 Simple And Web-First. Thanks.",URGENT: Leadership wants better visibility before scale-up. This is affecting users.,next quarter,medium
REQ-200258,2025-01-12T02:00:00,notion,analytics,client stakeholder,"We need audit export for analytics. Users should be able to track status, assign approvers, and filter pending items. Admins want user-level activity report. Keep v1 simple and web-first. This is affecting users.","Hi team, Needed for enterprise rollout next quarter. Sent from mobile.",next quarter,low
REQ-200259,2025-01-12T03:00:00,slack,payments,ops lead,Please help - Client asked for bulk upload in payments. The system must support search history. It should also allow upload documents. Reporting should include user-level activity report. Sent from mobile.,Support Team Gets Repeated Complaints.,next quarter,medium
REQ-200260,2025-01-12T04:00:00,notion,notifications,ops lead,"Please help - We need self-service onboarding for notifications. Users should be able to search history, send alerts, and upload documents. Admins want failure reasons. Keep v1 simple and web-first. Thanks.",Please help - Leadership wants better visibility before scale-up. This is affecting users.,1 month,low
REQ-200261,2025-01-12T05:00:00,email,analytics,product manager,"We Need Bulk Upload For Analytics. Users Should Be Able To Upload Documents, Export Csv, And Assign Approvers. Admins Want Approval Bottlenecks. Keep V1 Simple And Web-First. Thanks.",Please help - Support team gets repeated complaints. This is affecting users.,2 weeks,low
REQ-200262,2025-01-12T06:00:00,crm_sync,identity,sales engineer,"URGENT: We need bulk upload for identity. Users should be able to upload documents, send alerts, and filter pending items. Admins want user-level activity report. Keep v1 simple and web-first. Thanks.",URGENT: Support team gets repeated complaints.,next quarter,medium
REQ-200263,2025-01-12T07:00:00,meeting_notes,notifications,sales engineer,"Hi team, Client asked for audit export in notifications. The system must support upload documents. It should also allow filter pending items. Reporting should include failure reasons. This is affecting users.",Please help - Leadership wants better visibility before scale-up. Thanks.,next quarter,medium
REQ-200264,2025-01-12T08:00:00,crm_sync,notifications,sales engineer,Please help - Please plan a first release for bulk upload. Primary need: export CSV. Secondary need: comment on review. Nice to have: upload documents. Need visibility for user-level activity report. Sent from mobile.,FYI - Current manual process is slow and error-prone. Thanks.,1 month,medium
REQ-200265,2025-01-12T09:00:00,meeting_notes,payments,client stakeholder,URGENT: Please plan a first release for audit export. Primary need: retry failed jobs. Secondary need: upload documents. Nice to have: track status. Need visibility for daily trend charts. Thanks.,Please help - Support team gets repeated complaints. This is affecting users.,TBD,medium
REQ-200266,2025-01-12T10:00:00,crm_sync,analytics,client stakeholder,Please help - Client asked for renewal reminder flow in analytics. The system must support retry failed jobs. It should also allow upload documents. Reporting should include user-level activity report. This is affecting users.,URGENT: Leadership wants better visibility before scale-up. Thanks.,1 month,low
REQ-200267,2025-01-12T11:00:00,slack,inventory,ops lead,Fyi - Please Plan A First Release For Self-Service Onboarding. Primary Need: Filter Pending Items. Secondary Need: View Sla Metrics. Nice To Have: Assign Approvers. Need Visibility For Approval Bottlenecks. Sent From Mobile.,URGENT: Needed for enterprise rollout next quarter. Sent from mobile.,1 month,medium
REQ-200268,2025-01-12T12:00:00,notion,inventory,client stakeholder,URGENT: Client asked for self-service onboarding in inventory. The system must support track status. It should also allow view SLA metrics. Reporting should include user-level activity report. Sent from mobile.,Please help - Support team gets repeated complaints. This is affecting users.,TBD,medium
REQ-200269,2025-01-12T13:00:00,meeting_notes,notifications,product manager,Client asked for bulk upload in notifications. The system must support upload documents. It should also allow view SLA metrics. Reporting should include approval bottlenecks. Sent from mobile.,URGENT: Needed for enterprise rollout next quarter. Sent from mobile.,next quarter,medium
REQ-200270,2025-01-12T14:00:00,meeting_notes,identity,engineering manager,Please help - Client asked for bulk upload in identity. The system must support search history. It should also allow retry failed jobs. Reporting should include approval bottlenecks. Sent from mobile.,Please help - Support team gets repeated complaints.,2 weeks,high
REQ-200271,2025-01-12T15:00:00,meeting_notes,payments,engineering manager,"Hi team, We need approval workflow for payments. Users should be able to send alerts, search history, and upload documents. Admins want user-level activity report. Keep v1 simple and web-first. This is affecting users.",Please help - Leadership wants better visibility before scale-up.,next quarter,medium
REQ-200272,2025-01-12T16:00:00,slack,inventory,engineering manager,"Urgent: We Need Approval Workflow For Inventory. Users Should Be Able To Send Alerts, Assign Approvers, And Export Csv. Admins Want Approval Bottlenecks. Keep V1 Simple And Web-First. Sent From Mobile.",Current manual process is slow and error-prone. This is affecting users.,next quarter,low
REQ-200273,2025-01-12T17:00:00,meeting_notes,identity,sales engineer,Urgent: Client Asked For Approval Workflow In Identity. The System Must Support Assign Approvers. It Should Also Allow Retry Failed Jobs. Reporting Should Include Failure Reasons.,URGENT: Support team gets repeated complaints. Thanks.,TBD,medium
REQ-200274,2025-01-12T18:00:00,meeting_notes,inventory,engineering manager,"URGENT: We need exception dashboard for inventory. Users should be able to retry failed jobs, assign approvers, and track status. Admins want failure reasons. Keep v1 simple and web-first. Thanks.",FYI - Leadership wants better visibility before scale-up. This is affecting users.,TBD,low
REQ-200275,2025-01-12T19:00:00,notion,inventory,ops lead,Client asked for self-service onboarding in inventory. The system must support track status. It should also allow view SLA metrics. Reporting should include failure reasons. Thanks.,Support team gets repeated complaints. This is affecting users.,1 month,low
